job/10a.sql,28.359909057617188,11,6,8
job/10b.sql,24.541451930999756,11,6,8
job/10c.sql,27.592244386672974,11,6,8
job/11a.sql,36.30129098892212,11,6,8
job/11b.sql,39.849658727645874,11,6,8
job/11c.sql,37.34879469871521,12,6,8
job/11d.sql,36.32007169723511,12,6,8
job/12a.sql,35.46806454658508,11,6,8
job/12b.sql,35.62997317314148,12,6,8
job/12c.sql,35.22632908821106,11,6,8
job/13a.sql,45.25410175323486,11,6,8
job/13b.sql,47.483256816864014,11,6,8
job/13c.sql,43.96204423904419,11,6,8
job/13d.sql,44.669734477996826,11,6,8
job/14a.sql,36.48601245880127,11,6,8
job/14b.sql,37.17418050765991,11,6,8
job/14c.sql,35.88284397125244,12,6,8
job/15a.sql,45.76704716682434,11,6,8
job/15b.sql,48.40296387672424,11,6,8
job/15c.sql,57.54414367675781,13,6,3
job/15d.sql,56.214834690093994,12,6,3
job/16a.sql,27.541425466537476,12,6,3
job/16b.sql,25.62842106819153,12,6,3
job/16c.sql,25.15624213218689,12,6,3
job/16d.sql,26.288575887680054,12,6,3
job/17a.sql,23.907485961914062,14,6,3
job/17b.sql,24.27430510520935,14,6,3
job/17c.sql,21.972461223602295,14,6,3
job/17d.sql,21.040203094482422,12,6,3
job/17e.sql,21.52449059486389,12,6,3
job/17f.sql,20.06590175628662,12,6,3
job/18a.sql,27.40164089202881,11,6,8
job/18b.sql,34.46530222892761,12,6,8
job/18c.sql,30.41798973083496,11,6,8
job/19a.sql,74.93951797485352,12,6,8
job/19b.sql,78.28049850463867,12,6,8
job/19c.sql,68.71205306053162,12,6,8
job/19d.sql,66.87211918830872,11,6,8
job/1a.sql,21.996630668640137,11,6,8
job/1b.sql,20.849117755889893,11,6,8
job/1c.sql,22.19550323486328,11,6,8
job/1d.sql,19.796035766601562,11,6,8
job/20a.sql,479.5270137786865,11,6,8
job/20b.sql,469.98216581344604,11,6,8
job/20c.sql,466.33125042915344,12,6,8
job/21a.sql,53.92874193191528,11,6,8
job/21b.sql,51.412192583084106,11,6,8
job/21c.sql,51.59728240966797,11,6,8
job/22a.sql,79.68975639343262,11,6,8
job/22b.sql,77.04657769203186,11,6,8
job/22c.sql,90.59527063369751,11,6,8
job/22d.sql,75.37646198272705,11,6,8
job/23a.sql,533.4006915092468,12,6,8
job/23b.sql,500.61309695243835,11,6,8
job/23c.sql,562.5935332775116,12,6,8
job/24a.sql,84.70359539985657,12,6,8
job/24b.sql,91.19280767440796,12,6,8
job/25a.sql,47.119481325149536,11,6,8
job/25b.sql,47.93908762931824,11,6,8
job/25c.sql,43.67523384094238,11,6,8
job/26a.sql,497.34421253204346,12,6,8
job/26b.sql,478.87848377227783,12,6,8
job/26c.sql,484.80388593673706,12,6,8
job/27a.sql,472.70200991630554,11,6,8
job/27b.sql,460.20229506492615,11,6,8
job/27c.sql,468.45699739456177,11,6,8
job/28a.sql,445.8686695098877,11,6,8
job/28b.sql,447.1683213710785,11,6,8
job/28c.sql,450.1042973995209,11,6,8
job/29a.sql,131.81374979019165,12,6,8
job/29b.sql,138.9621753692627,11,6,8
job/29c.sql,130.87085509300232,12,6,8
job/2a.sql,18.187774896621704,11,6,8
job/2b.sql,18.165931701660156,11,6,8
job/2c.sql,17.5276038646698,11,6,8
job/2d.sql,18.910123348236084,11,6,8
job/30a.sql,523.8486380577087,11,6,8
job/30b.sql,467.6277642250061,11,6,8
job/30c.sql,490.4170217514038,11,6,8
job/31a.sql,76.35974907875061,11,6,8
job/31b.sql,87.22186779975891,11,6,8
job/31c.sql,74.41858959197998,11,6,8
job/32a.sql,20.997116565704346,11,6,8
job/32b.sql,21.94607639312744,11,6,8
job/33a.sql,75.97776794433594,11,6,8
job/33b.sql,76.13130116462708,11,6,8
job/33c.sql,69.70825481414795,11,6,8
job/3a.sql,15.522701740264893,11,6,8
job/3b.sql,15.383180379867554,11,6,8
job/3c.sql,16.46536135673523,11,6,8
job/4a.sql,19.537245988845825,11,6,8
job/4b.sql,19.37303900718689,11,6,8
job/4c.sql,19.746208906173706,11,6,8
job/5a.sql,20.65869903564453,11,6,8
job/5b.sql,20.35090661048889,11,6,8
job/5c.sql,21.33561110496521,11,6,8
job/6a.sql,15.558805704116821,12,6,3
job/6b.sql,17.157779693603516,12,6,3
job/6c.sql,14.799619913101196,12,6,3
job/6d.sql,15.432066202163696,12,6,3
job/6e.sql,15.126812219619751,12,6,3
job/6f.sql,15.698645830154419,12,6,3
job/7a.sql,37.798802852630615,11,6,8
job/7b.sql,38.450305461883545,11,6,8
job/7c.sql,38.93205642700195,12,6,8
job/8a.sql,34.40973496437073,11,6,8
job/8b.sql,36.116719245910645,11,6,8
job/8c.sql,19.22750163078308,12,6,3
job/8d.sql,20.644919872283936,12,6,3
job/9a.sql,37.74613881111145,12,6,8
job/9b.sql,39.045395374298096,11,6,8
job/9c.sql,33.038432121276855,11,6,8
job/9d.sql,33.86970496177673,11,6,8
job/e10a.sql,32.83534216880798,11,6,8
job/e10b.sql,31.109246969223022,11,6,8
job/e11a.sql,32.05115461349487,11,4,5
job/e11b.sql,21.095178604125977,11,4,5
job/e12a.sql,24.863997220993042,14,5,2
job/e12b.sql,24.94674849510193,14,5,2
job/e1a.sql,12.715454816818237,10,6,8
job/e1b.sql,12.2362961769104,10,6,8
job/e2a.sql,12.818024158477783,11,6,2
job/e2b.sql,14.268680095672607,11,6,2
job/e3a.sql,14.463022232055664,10,6,8
job/e3b.sql,14.291681289672852,10,6,8
job/e4a.sql,40.34816598892212,11,6,8
job/e4b.sql,16.097474575042725,12,6,3
job/e5a.sql,13.015759229660034,10,6,8
job/e5b.sql,15.623827457427979,11,6,8
job/e6a.sql,8.954246997833252,11,6,3
job/e6b.sql,9.029642820358276,11,6,3
job/e7a.sql,84.22901558876038,11,6,8
job/e7b.sql,80.38715028762817,11,6,8
job/e8a.sql,13.051580429077148,12,4,1
job/e8b.sql,13.466421604156494,12,4,1
job/e9a.sql,22.98479151725769,11,6,2
job/e9b.sql,31.545816898345947,11,6,2
